station,epoch,unit,unit_id,component,group,weight,weighted_loss,weighted_grad_norm,weighted_ratio_base,weighted_ratio_dual_base
Boston,50,batch,12,excess,shared,2.0,7.075531175360084e-05,0.002685578632369948,0.31026767533190797,0.15432544072831617
Boston,50,batch,12,gate,shared,0.5,0.00020447532006073743,0.0018938469082764348,0.21879809087805796,0.10882897088505679
Boston,50,batch,12,amp_true,shared,0.0001,1.308762119151652e-07,5.274541553588755e-06,0.0006093732376882035,0.00030309890765666144
Boston,50,batch,12,amp_true,shared,0.0003,3.926286357454955e-07,1.5823624660766263e-05,0.0018281197130646104,0.0009092967229699842
Boston,50,batch,12,amp_true,shared,0.0007,9.161334834061563e-07,3.692179087512128e-05,0.004265612663817425,0.00212169235359663
Boston,50,batch,12,amp_true,shared,0.001,1.308762119151652e-06,5.274541553588755e-05,0.006093732376882035,0.0030309890765666146
Boston,50,batch,12,amp_true,shared,0.003,3.926286357454955e-06,0.00015823624660766264,0.018281197130646104,0.009092967229699843
Boston,50,batch,12,tail,temporal,0.01,1.0234860237687826e-05,6.864073913856543e-06,0.04458511968659694,0.02213004982058283
Boston,50,batch,12,tail,temporal,0.025,2.5587150594219567e-05,1.716018478464136e-05,0.11146279921649234,0.05532512455145708
Boston,50,batch,12,tail,temporal,0.05,5.1174301188439133e-05,3.432036956928272e-05,0.22292559843298468,0.11065024910291416
Boston,50,batch,12,tail,temporal,0.1,0.00010234860237687827,6.864073913856544e-05,0.44585119686596936,0.2213004982058283
Boston,50,batch,12,body,temporal,1.0,0.0008284552022814751,0.00014273914338745451,0.9271522818314725,0.46019672779673143
Boston,50,batch,12,excess,temporal,2.0,7.075531175360084e-05,4.244412573288315e-05,0.275692897474984,0.13684156506001993
Boston,50,batch,12,gate,temporal,0.5,0.00020447532006073743,5.3424002660017675e-06,0.03470119323636033,0.0172241129002774
Boston,50,batch,12,amp_true,temporal,0.0001,1.308762119151652e-07,8.362397882164247e-08,0.0005431737990038052,0.0002696070643677786
Boston,50,batch,12,amp_true,temporal,0.0003,3.926286357454955e-07,2.508719364649274e-07,0.0016295213970114154,0.0008088211931033359
Boston,50,batch,12,amp_true,temporal,0.0007,9.161334834061563e-07,5.853678517514973e-07,0.0038022165930266362,0.0018872494505744505
Boston,50,batch,12,amp_true,temporal,0.001,1.308762119151652e-06,8.362397882164247e-07,0.005431737990038051,0.0026960706436777865
Boston,50,batch,12,amp_true,temporal,0.003,3.926286357454955e-06,2.508719364649274e-06,0.016295213970114155,0.00808821193103336
Boston,50,batch,12,tail,excess,0.01,1.0234860237687826e-05,0.00012254168043698537,0.2001464278137534,0.07476636034839239
Boston,50,batch,12,tail,excess,0.025,2.5587150594219567e-05,0.00030635420109246343,0.5003660695343836,0.18691590087098098
Boston,50,batch,12,tail,excess,0.05,5.1174301188439133e-05,0.0006127084021849269,1.0007321390687671,0.37383180174196196
Boston,50,batch,12,tail,excess,0.1,0.00010234860237687827,0.0012254168043698537,2.0014642781375342,0.7476636034839239
Boston,50,batch,12,body,excess,1.0,0.0008284552022814751,0.0,0.0,0.0
Boston,50,batch,12,excess,excess,2.0,7.075531175360084e-05,0.0010273391490327726,1.6779454965762919,0.6268104757719012
Boston,50,batch,12,gate,excess,0.5,0.00020447532006073743,0.0,0.0,0.0
Boston,50,batch,12,amp_true,excess,0.0001,1.308762119151652e-07,1.9781402459195194e-06,0.00323088195398956,0.0012069227867503426
Boston,50,batch,12,amp_true,excess,0.0003,3.926286357454955e-07,5.9344207377585574e-06,0.00969264586196868,0.0036207683602510273
Boston,50,batch,12,amp_true,excess,0.0007,9.161334834061563e-07,1.3846981721436634e-05,0.02261617367792692,0.008448459507252398
Boston,50,batch,12,amp_true,excess,0.001,1.308762119151652e-06,1.9781402459195194e-05,0.0323088195398956,0.012069227867503425
Boston,50,batch,12,amp_true,excess,0.003,3.926286357454955e-06,5.9344207377585576e-05,0.09692645861968681,0.036207683602510275
Boston,50,batch,12,tail,full,0.01,1.0234860237687826e-05,0.0004464465046103139,0.0466314614594994,0.02316573639745966
Boston,50,batch,12,tail,full,0.025,2.5587150594219567e-05,0.0011161162615257846,0.11657865364874852,0.05791434099364915
Boston,50,batch,12,tail,full,0.05,5.1174301188439133e-05,0.0022322325230515693,0.23315730729749704,0.1158286819872983
Boston,50,batch,12,tail,full,0.1,0.00010234860237687827,0.004464465046103139,0.46631461459499407,0.2316573639745966
Boston,50,batch,12,body,full,1.0,0.0008284552022814751,0.009098110780575167,0.9503001990999251,0.4720933726240246
Boston,50,batch,12,excess,full,2.0,7.075531175360084e-05,0.00287537098785138,0.3003332986530829,0.14920059998590346
Boston,50,batch,12,gate,full,0.5,0.00020447532006073743,0.0018986593396563742,0.19831549560273878,0.09851984799264182
Boston,50,batch,12,amp_true,full,0.0001,1.308762119151652e-07,5.633278568743162e-06,0.0005883975118099783,0.00029230612185186794
Boston,50,batch,12,amp_true,full,0.0003,3.926286357454955e-07,1.6899835706229484e-05,0.001765192535429935,0.0008769183655556037
Boston,50,batch,12,amp_true,full,0.0007,9.161334834061563e-07,3.943294998120213e-05,0.004118782582669849,0.0020461428529630755
Boston,50,batch,12,amp_true,full,0.001,1.308762119151652e-06,5.633278568743162e-05,0.005883975118099784,0.0029230612185186795
Boston,50,batch,12,amp_true,full,0.003,3.926286357454955e-06,0.00016899835706229486,0.017651925354299353,0.008769183655556038
Boston,50,batch,13,tail,shared,0.01,4.216425120830536e-05,0.0014180239423286379,0.11667119999795526,0.05123358404177576
Boston,50,batch,13,tail,shared,0.025,0.0001054106280207634,0.0035450598558215947,0.29167799999488814,0.12808396010443943
Boston,50,batch,13,tail,shared,0.05,0.0002108212560415268,0.0070901197116431895,0.5833559999897763,0.25616792020887885
Boston,50,batch,13,tail,shared,0.1,0.0004216425120830536,0.014180239423286379,1.1667119999795525,0.5123358404177577
Boston,50,batch,13,body,shared,1.0,0.0008418434299528599,0.008279619912131147,0.6812248805115235,0.2991448803787693
Boston,50,batch,13,excess,shared,2.0,0.0002449098974466324,0.0076506011649865036,0.6294709080573916,0.2764182649220757
Boston,50,batch,13,gate,shared,0.5,0.00023673244868405163,0.0027357283812393294,0.22508838079525434,0.09884259761194705
Boston,50,batch,13,amp_true,shared,0.0001,6.145403720438481e-07,1.8409890543836373e-05,0.0015147163298619437,0.0006651542658924576
Boston,50,batch,13,amp_true,shared,0.0003,1.843621116131544e-06,5.522967163150911e-05,0.00454414898958583,0.001995462797677373
Boston,50,batch,13,amp_true,shared,0.0007,4.301782604306936e-06,0.0001288692338068546,0.010603014309033605,0.004656079861247203
Boston,50,batch,13,amp_true,shared,0.001,6.145403720438481e-06,0.00018409890543836371,0.015147163298619436,0.006651542658924576
Boston,50,batch,13,amp_true,shared,0.003,1.843621116131544e-05,0.0005522967163150912,0.045441489895858306,0.01995462797677373
Boston,50,batch,13,tail,temporal,0.01,4.216425120830536e-05,1.8365181873926243e-05,0.0980200041173525,0.044239219025582185
Boston,50,batch,13,tail,temporal,0.025,0.0001054106280207634,4.591295468481561e-05,0.24505001029338125,0.11059804756395547
Boston,50,batch,13,tail,temporal,0.05,0.0002108212560415268,9.182590936963121e-05,0.4901000205867625,0.22119609512791094
Boston,50,batch,13,tail,temporal,0.1,0.0004216425120830536,0.00018365181873926243,0.980200041173525,0.4423921902558219
Boston,50,batch,13,body,temporal,1.0,0.0008418434299528599,0.00014317703755861404,0.7641750518643432,0.34489396116366344
Boston,50,batch,13,excess,temporal,2.0,0.0002449098974466324,7.999419807157996e-05,0.4269509378217917,0.19269511587515045
Boston,50,batch,13,gate,temporal,0.5,0.00023673244868405163,4.2401313696622134e-05,0.2263074208388179,0.10213898323873564
Boston,50,batch,13,amp_true,temporal,0.0001,6.145403720438481e-07,2.0115500190316996e-07,0.001073619322157003,0.0004845549719232514
Boston,50,batch,13,amp_true,temporal,0.0003,1.843621116131544e-06,6.034650057095098e-07,0.003220857966471008,0.001453664915769754
Boston,50,batch,13,amp_true,temporal,0.0007,4.301782604306936e-06,1.4080850133221896e-06,0.00751533525509902,0.0033918848034627594
Boston,50,batch,13,amp_true,temporal,0.001,6.145403720438481e-06,2.0115500190316994e-06,0.010736193221570028,0.004845549719232514
Boston,50,batch,13,amp_true,temporal,0.003,1.843621116131544e-05,6.0346500570950985e-06,0.03220857966471009,0.014536649157697541
Boston,50,batch,13,tail,excess,0.01,4.216425120830536e-05,0.0002390718628612599,0.19991718126482724,0.0758565193222033
Boston,50,batch,13,tail,excess,0.025,0.0001054106280207634,0.0005976796571531498,0.4997929531620681,0.18964129830550827
Boston,50,batch,13,tail,excess,0.05,0.0002108212560415268,0.0011953593143062995,0.9995859063241362,0.37928259661101654
Boston,50,batch,13,tail,excess,0.1,0.0004216425120830536,0.002390718628612599,1.9991718126482725,0.7585651932220331
Boston,50,batch,13,body,excess,1.0,0.0008418434299528599,0.0,0.0,0.0
Boston,50,batch,13,excess,excess,2.0,0.0002449098974466324,0.0019615242603347313,1.6402699858337821,0.6223835844764453
Boston,50,batch,13,gate,excess,0.5,0.00023673244868405163,0.0,0.0,0.0
Boston,50,batch,13,amp_true,excess,0.0001,6.145403720438481e-07,5.271944323628486e-06,0.004408516486846263,0.0016727662622639287
Boston,50,batch,13,amp_true,excess,0.0003,1.843621116131544e-06,1.5815832970885457e-05,0.013225549460538787,0.005018298786791785
Boston,50,batch,13,amp_true,excess,0.0007,4.301782604306936e-06,3.69036102653994e-05,0.030859615407923837,0.011709363835847501
Boston,50,batch,13,amp_true,excess,0.001,6.145403720438481e-06,5.271944323628486e-05,0.04408516486846263,0.016727662622639288
Boston,50,batch,13,amp_true,excess,0.003,1.843621116131544e-05,0.00015815832970885458,0.13225549460538788,0.05018298786791786
Boston,50,batch,13,tail,full,0.01,4.216425120830536e-05,0.0014587955296451055,0.11157818583317684,0.04978313184365388
Boston,50,batch,13,tail,full,0.025,0.0001054106280207634,0.003646988824112764,0.2789454645829421,0.1244578296091347
Boston,50,batch,13,tail,full,0.05,0.0002108212560415268,0.007293977648225528,0.5578909291658842,0.2489156592182694
Boston,50,batch,13,tail,full,0.1,0.0004216425120830536,0.014587955296451056,1.1157818583317685,0.4978313184365388
Boston,50,batch,13,body,full,1.0,0.0008418434299528599,0.009370548144803249,0.7167205691355166,0.3197810962949242
Boston,50,batch,13,excess,full,2.0,0.0002449098974466324,0.007898055178939593,0.6040947141446181,0.2695305231551251
Boston,50,batch,13,gate,full,0.5,0.00023673244868405163,0.0028423034357422296,0.21739788373541072,0.09699698402259947
Boston,50,batch,13,amp_true,full,0.0001,6.145403720438481e-07,1.9149868584078447e-05,0.0014647067064121292,0.000653512033137194
Boston,50,batch,13,amp_true,full,0.0003,1.843621116131544e-06,5.744960575223533e-05,0.004394120119236387,0.0019605360994115815
Boston,50,batch,13,amp_true,full,0.0007,4.301782604306936e-06,0.00013404908008854912,0.010252946944884904,0.004574584231960358
Boston,50,batch,13,amp_true,full,0.001,6.145403720438481e-06,0.00019149868584078443,0.014647067064121291,0.00653512033137194
Boston,50,batch,13,amp_true,full,0.003,1.843621116131544e-05,0.0005744960575223534,0.043941201192363874,0.01960536099411582
Boston,50,batch,14,tail,shared,0.01,3.221570979803801e-05,0.0006933006833006104,0.061684015957390426,0.029375080834115053
Boston,50,batch,14,tail,shared,0.025,8.053927449509503e-05,0.0017332517082515261,0.15421003989347606,0.07343770208528763
Boston,50,batch,14,tail,shared,0.05,0.00016107854899019005,0.0034665034165030522,0.30842007978695213,0.14687540417057526
Boston,50,batch,14,tail,shared,0.1,0.0003221570979803801,0.0069330068330061044,0.6168401595739043,0.2937508083411505
Boston,50,batch,14,body,shared,1.0,0.0008010723395273089,0.009553721465575737,0.8500091252319097,0.4047902260558183
Boston,50,batch,14,excess,shared,2.0,0.0002419477968942374,0.004395352202414418,0.391061168584663,0.1862306346297747
Boston,50,batch,14,gate,shared,0.5,0.0002320088242413476,0.0017577374800993937,0.1563885762454127,0.07447516179741795
Boston,50,batch,14,amp_true,shared,0.0001,3.862540936097503e-07,1.0595023110617421e-05,0.0009426553158910899,0.0004489100729455892
Boston,50,batch,14,amp_true,shared,0.0003,1.1587622808292508e-06,3.178506933185226e-05,0.0028279659476732693,0.0013467302188367675
Boston,50,batch,14,amp_true,shared,0.0007,2.703778655268252e-06,7.416516177432194e-05,0.006598587211237629,0.003142370510619124
Boston,50,batch,14,amp_true,shared,0.001,3.862540936097503e-06,0.00010595023110617421,0.009426553158910899,0.004489100729455892
Boston,50,batch,14,amp_true,shared,0.003,1.1587622808292509e-05,0.00031785069331852266,0.028279659476732697,0.013467302188367676
Boston,50,batch,14,tail,temporal,0.01,3.221570979803801e-05,1.0266357012864104e-05,0.05479080698800996,0.027123818149245332
Boston,50,batch,14,tail,temporal,0.025,8.053927449509503e-05,2.566589253216026e-05,0.13697701747002491,0.06780954537311333
Boston,50,batch,14,tail,temporal,0.05,0.00016107854899019005,5.133178506432052e-05,0.27395403494004983,0.13561909074622666
Boston,50,batch,14,tail,temporal,0.1,0.0003221570979803801,0.00010266357012864104,0.5479080698800997,0.2712381814924533
Boston,50,batch,14,body,temporal,1.0,0.0008010723395273089,0.00016171937575089915,0.8630846454965636,0.4272642119868317
Boston,50,batch,14,excess,temporal,2.0,0.0002419477968942374,6.015887434306852e-05,0.3210635738282642,0.15894034911313393
Boston,50,batch,14,gate,temporal,0.5,0.0002320088242413476,6.217864715641205e-06,0.03318429556710024,0.01642766091344125
Boston,50,batch,14,amp_true,temporal,0.0001,3.862540936097503e-07,1.6082505130644234e-07,0.0008583117004334323,0.00042490139783888455
Boston,50,batch,14,amp_true,temporal,0.0003,1.1587622808292508e-06,4.824751539193269e-07,0.0025749351013002967,0.0012747041935166534
Boston,50,batch,14,amp_true,temporal,0.0007,2.703778655268252e-06,1.1257753591450963e-06,0.006008181903034026,0.0029743097848721916
Boston,50,batch,14,amp_true,temporal,0.001,3.862540936097503e-06,1.6082505130644233e-06,0.008583117004334322,0.004249013978388845
Boston,50,batch,14,amp_true,temporal,0.003,1.1587622808292509e-05,4.82475153919327e-06,0.02574935101300297,0.012747041935166535
Boston,50,batch,14,tail,excess,0.01,3.221570979803801e-05,0.00012113581479113235,0.19842941949189732,0.07962733861664269
Boston,50,batch,14,tail,excess,0.025,8.053927449509503e-05,0.0003028395369778309,0.49607354872974335,0.19906834654160674
Boston,50,batch,14,tail,excess,0.05,0.00016107854899019005,0.0006056790739556618,0.9921470974594867,0.3981366930832135
Boston,50,batch,14,tail,excess,0.1,0.0003221570979803801,0.0012113581479113236,1.9842941949189734,0.796273386166427
Boston,50,batch,14,body,excess,1.0,0.0008010723395273089,0.0,0.0,0.0
Boston,50,batch,14,excess,excess,2.0,0.0002419477968942374,0.0009125708051181224,1.494858439818727,0.5998687063449909
Boston,50,batch,14,gate,excess,0.5,0.0002320088242413476,0.0,0.0,0.0
Boston,50,batch,14,amp_true,excess,0.0001,3.862540936097503e-07,4.320913977918467e-06,0.007077976515790533,0.0028403068163312933
Boston,50,batch,14,amp_true,excess,0.0003,1.1587622808292508e-06,1.29627419337554e-05,0.021233929547371598,0.008520920448993878
Boston,50,batch,14,amp_true,excess,0.0007,2.703778655268252e-06,3.0246397845429267e-05,0.04954583561053373,0.01988214771431905
Boston,50,batch,14,amp_true,excess,0.001,3.862540936097503e-06,4.320913977918467e-05,0.07077976515790534,0.028403068163312933
Boston,50,batch,14,amp_true,excess,0.003,1.1587622808292509e-05,0.00012962741933755402,0.212339295473716,0.0852092044899388
Boston,50,batch,14,tail,full,0.01,3.221570979803801e-05,0.0007106177000665594,0.0577681341233335,0.027747228547236408
Boston,50,batch,14,tail,full,0.025,8.053927449509503e-05,0.0017765442501663986,0.14442033530833376,0.06936807136809102
Boston,50,batch,14,tail,full,0.05,0.00016107854899019005,0.003553088500332797,0.2888406706166675,0.13873614273618204
Boston,50,batch,14,tail,full,0.1,0.0003221570979803801,0.007106177000665594,0.577681341233335,0.2774722854723641
Boston,50,batch,14,body,full,1.0,0.0008010723395273089,0.01071972547668822,0.8714369752465185,0.41856918669129844
Boston,50,batch,14,excess,full,2.0,0.0002419477968942374,0.004489087486073669,0.3649306905282435,0.17528375163320345
Boston,50,batch,14,gate,full,0.5,0.0002320088242413476,0.0017680003850919811,0.14372578021421722,0.06903446220401532
Boston,50,batch,14,amp_true,full,0.0001,3.862540936097503e-07,1.1442238081734205e-05,0.0009301720800295632,0.00044678087122799424
Boston,50,batch,14,amp_true,full,0.0003,1.1587622808292508e-06,3.432671424520261e-05,0.002790516240088689,0.0013403426136839825
Boston,50,batch,14,amp_true,full,0.0007,2.703778655268252e-06,8.009566657213943e-05,0.006511204560206942,0.0031274660985959597
Boston,50,batch,14,amp_true,full,0.001,3.862540936097503e-06,0.00011442238081734205,0.009301720800295633,0.004467808712279943
Boston,50,batch,14,amp_true,full,0.003,1.1587622808292509e-05,0.00034326714245202616,0.027905162400886897,0.013403426136839827
Boston,50,batch,15,tail,shared,0.01,3.034413093701005e-05,0.0006283745076858835,0.046919286081460586,0.023431712749519877
Boston,50,batch,15,tail,shared,0.025,7.586032734252512e-05,0.001570936269214709,0.11729821520365147,0.058579281873799696
Boston,50,batch,15,tail,shared,0.05,0.00015172065468505025,0.003141872538429418,0.23459643040730294,0.11715856374759939
Boston,50,batch,15,tail,shared,0.1,0.0003034413093701005,0.006283745076858836,0.46919286081460587,0.23431712749519878
Boston,50,batch,15,body,shared,1.0,0.0008728186367079616,0.012478813705867663,0.9317644542568535,0.4653275628374628
Boston,50,batch,15,excess,shared,2.0,0.0001526411942904815,0.0013601921215223905,0.10156243210833797,0.050720757583000035
Boston,50,batch,15,gate,shared,0.5,0.00022762748994864523,0.0025160924485990556,0.1878708635682514,0.09382359530135605
Boston,50,batch,15,amp_true,shared,0.0001,3.4757191315293316e-07,6.572075682971711e-06,0.0004907218471575935,0.00024506880480975517
Boston,50,batch,15,amp_true,shared,0.0003,1.0427157394587992e-06,1.971622704891513e-05,0.0014721655414727801,0.0007352064144292654
Boston,50,batch,15,amp_true,shared,0.0007,2.433003392070532e-06,4.600452978080197e-05,0.003435052930103154,0.001715481633668286
Boston,50,batch,15,amp_true,shared,0.001,3.4757191315293313e-06,6.57207568297171e-05,0.004907218471575934,0.002450688048097552
Boston,50,batch,15,amp_true,shared,0.003,1.0427157394587994e-05,0.00019716227048915133,0.014721655414727803,0.007352064144292655
Boston,50,batch,15,tail,temporal,0.01,3.034413093701005e-05,9.445056191899995e-06,0.03906848126887235,0.019904858042597437
Boston,50,batch,15,tail,temporal,0.025,7.586032734252512e-05,2.3612640479749986e-05,0.09767120317218088,0.0497621451064936
Boston,50,batch,15,tail,temporal,0.05,0.00015172065468505025,4.722528095949997e-05,0.19534240634436176,0.0995242902129872
Boston,50,batch,15,tail,temporal,0.1,0.0003034413093701005,9.445056191899994e-05,0.3906848126887235,0.1990485804259744
Boston,50,batch,15,body,temporal,1.0,0.0008728186367079616,0.00022854273363659574,0.9453429738062868,0.4816393441475635
Boston,50,batch,15,excess,temporal,2.0,0.0001526411942904815,1.3420875312784406e-05,0.055514038785608594,0.02828364516639634
Boston,50,batch,15,gate,temporal,0.5,0.00022762748994864523,1.371698889116564e-05,0.05673888144989759,0.028907685788538827
Boston,50,batch,15,amp_true,temporal,0.0001,3.4757191315293316e-07,1.0264516647570429e-07,0.0004245809323226097,0.00021631819080227964
Boston,50,batch,15,amp_true,temporal,0.0003,1.0427157394587992e-06,3.0793549942711284e-07,0.001273742796967829,0.0006489545724068388
Boston,50,batch,15,amp_true,temporal,0.0007,2.433003392070532e-06,7.1851616532993e-07,0.0029720665262582676,0.0015142273356159575
Boston,50,batch,15,amp_true,temporal,0.001,3.4757191315293313e-06,1.026451664757043e-06,0.004245809323226097,0.0021631819080227964
Boston,50,batch,15,amp_true,temporal,0.003,1.0427157394587994e-05,3.0793549942711286e-06,0.012737427969678292,0.006489545724068389
Boston,50,batch,15,tail,excess,0.01,3.034413093701005e-05,0.00013787806518333228,0.2004676132484917,0.07932797280570804
Boston,50,batch,15,tail,excess,0.025,7.586032734252512e-05,0.00034469516295833075,0.5011690331212292,0.19831993201427012
Boston,50,batch,15,tail,excess,0.05,0.00015172065468505025,0.0006893903259166615,1.0023380662424584,0.39663986402854023
Boston,50,batch,15,tail,excess,0.1,0.0003034413093701005,0.001378780651833323,2.0046761324849167,0.7932797280570805
Boston,50,batch,15,body,excess,1.0,0.0008728186367079616,0.0,0.0,0.0
Boston,50,batch,15,excess,excess,2.0,0.0001526411942904815,0.0010517810771938725,1.5292355743796153,0.6051409307075202
Boston,50,batch,15,gate,excess,0.5,0.00022762748994864523,0.0,0.0,0.0
Boston,50,batch,15,amp_true,excess,0.0001,3.4757191315293316e-07,4.791014393973513e-06,0.006965888441515094,0.002756504154968598
Boston,50,batch,15,amp_true,excess,0.0003,1.0427157394587992e-06,1.4373043181920538e-05,0.02089766532454528,0.008269512464905792
Boston,50,batch,15,amp_true,excess,0.0007,2.433003392070532e-06,3.3537100757814595e-05,0.048761219090605656,0.019295529084780185
Boston,50,batch,15,amp_true,excess,0.001,3.4757191315293313e-06,4.791014393973513e-05,0.06965888441515093,0.02756504154968598
Boston,50,batch,15,amp_true,excess,0.003,1.0427157394587994e-05,0.0001437304318192054,0.2089766532454528,0.08269512464905794
Boston,50,batch,15,tail,full,0.01,3.034413093701005e-05,0.0006659258993038885,0.043705956661576416,0.021852578025427102
Boston,50,batch,15,tail,full,0.025,7.586032734252512e-05,0.0016648147482597212,0.10926489165394104,0.054631445063567756
Boston,50,batch,15,tail,full,0.05,0.00015172065468505025,0.0033296294965194425,0.2185297833078821,0.10926289012713551
Boston,50,batch,15,tail,full,0.1,0.0003034413093701005,0.006659258993038885,0.4370595666157642,0.21852578025427102
Boston,50,batch,15,body,full,1.0,0.0008728186367079616,0.014374577181868424,0.9434302645323741,0.4717064913343422
Boston,50,batch,15,excess,full,2.0,0.0001526411942904815,0.0017194086314179897,0.1128479898542013,0.05642296134589617
Boston,50,batch,15,gate,full,0.5,0.00022762748994864523,0.002542772601562304,0.16688690023964808,0.0834419215931433
Boston,50,batch,15,amp_true,full,0.0001,3.4757191315293316e-07,8.133018978581659e-06,0.0005337851784669173,0.0002668877002644269
Boston,50,batch,15,amp_true,full,0.0003,1.0427157394587992e-06,2.4399056935744976e-05,0.0016013555354007518,0.0008006631007932806
Boston,50,batch,15,amp_true,full,0.0007,2.433003392070532e-06,5.693113285007161e-05,0.003736496249268421,0.0018682139018509883
Boston,50,batch,15,amp_true,full,0.001,3.4757191315293313e-06,8.133018978581659e-05,0.005337851784669173,0.002668877002644269
Boston,50,batch,15,amp_true,full,0.003,1.0427157394587994e-05,0.00024399056935744978,0.01601355535400752,0.008006631007932807
Boston,50,accum4,3,tail,shared,0.01,2.873973804526031e-05,0.0007607338432821902,0.06971698190860438,0.03346945237878235
Boston,50,accum4,3,tail,shared,0.025,7.184934511315078e-05,0.0019018346082054754,0.17429245477151098,0.08367363094695589
Boston,50,accum4,3,tail,shared,0.05,0.00014369869022630156,0.0038036692164109508,0.34858490954302196,0.16734726189391178
Boston,50,accum4,3,tail,shared,0.1,0.0002873973804526031,0.0076073384328219015,0.6971698190860439,0.33469452378782355
Boston,50,accum4,3,body,shared,1.0,0.0008360474021174014,0.009329858651510422,0.8550291176882838,0.41047899024740175
Boston,50,accum4,3,excess,shared,2.0,0.00017756355009623803,0.0036754773177908474,0.3368368423893799,0.16170729637364542
Boston,50,accum4,3,gate,shared,0.5,0.00022521102073369548,0.00123400426205599,0.11308955631803726,0.054291586011083866
Boston,50,accum4,3,amp_true,shared,0.0001,3.698106476804242e-07,9.564578330738463e-06,0.0008765398573179715,0.00042080578087944667
Boston,50,accum4,3,amp_true,shared,0.0003,1.1094319430412724e-06,2.8693734992215386e-05,0.002629619571953914,0.0012624173426383398
Boston,50,accum4,3,amp_true,shared,0.0007,2.588674533762969e-06,6.695204831516924e-05,0.0061357790012258,0.0029456404661561265
Boston,50,accum4,3,amp_true,shared,0.001,3.6981064768042417e-06,9.564578330738464e-05,0.008765398573179714,0.004208057808794467
Boston,50,accum4,3,amp_true,shared,0.003,1.1094319430412725e-05,0.0002869373499221539,0.026296195719539145,0.0126241734263834
Boston,50,accum4,3,tail,temporal,0.01,2.873973804526031e-05,1.1215180888144707e-05,0.0589702332051209,0.02893052984602075
Boston,50,accum4,3,tail,temporal,0.025,7.184934511315078e-05,2.8037952220361768e-05,0.14742558301280226,0.07232632461505188
Boston,50,accum4,3,tail,temporal,0.05,0.00014369869022630156,5.6075904440723535e-05,0.2948511660256045,0.14465264923010376
Boston,50,accum4,3,tail,temporal,0.1,0.0002873973804526031,0.00011215180888144707,0.589702332051209,0.2893052984602075
Boston,50,accum4,3,body,temporal,1.0,0.0008360474021174014,0.00016851545248968146,0.8860664514548816,0.4347001957785558
Boston,50,accum4,3,excess,temporal,2.0,0.00017756355009623803,4.8786827861720545e-05,0.25652467356856684,0.12584984527874798
Boston,50,accum4,3,gate,temporal,0.5,0.00022521102073369548,1.2057669522223346e-05,0.06340009944800946,0.031103802200362362
Boston,50,accum4,3,amp_true,temporal,0.0001,3.698106476804242e-07,1.3667301224944235e-07,0.0007186365949492272,0.0003525598650136577
Boston,50,accum4,3,amp_true,temporal,0.0003,1.1094319430412724e-06,4.10019036748327e-07,0.0021559097848476813,0.001057679595040973
Boston,50,accum4,3,amp_true,temporal,0.0007,2.588674533762969e-06,9.567110857460964e-07,0.0050304561646445905,0.0024679190550956037
Boston,50,accum4,3,amp_true,temporal,0.001,3.6981064768042417e-06,1.3667301224944235e-06,0.007186365949492272,0.003525598650136577
Boston,50,accum4,3,amp_true,temporal,0.003,1.1094319430412725e-05,4.100190367483271e-06,0.021559097848476816,0.010576795950409732
Boston,50,accum4,3,tail,excess,0.01,2.873973804526031e-05,0.00015057020454510762,0.19977679155229275,0.07802383180477278
Boston,50,accum4,3,tail,excess,0.025,7.184934511315078e-05,0.0003764255113627691,0.4994419788807319,0.19505957951193198
Boston,50,accum4,3,tail,excess,0.05,0.00014369869022630156,0.0007528510227255382,0.9988839577614638,0.39011915902386396
Boston,50,accum4,3,tail,excess,0.1,0.0002873973804526031,0.0015057020454510763,1.9977679155229275,0.7802383180477279
Boston,50,accum4,3,body,excess,1.0,0.0008360474021174014,0.0,0.0,0.0
Boston,50,accum4,3,excess,excess,2.0,0.00017756355009623803,0.0011769750480703388,1.5616124023405786,0.6098955863578145
Boston,50,accum4,3,gate,excess,0.5,0.00022521102073369548,0.0,0.0,0.0
Boston,50,accum4,3,amp_true,excess,0.0001,3.698106476804242e-07,4.011528706575382e-06,0.005322502792904577,0.0020787302642475245
Boston,50,accum4,3,amp_true,excess,0.0003,1.1094319430412724e-06,1.2034586119726145e-05,0.01596750837871373,0.006236190792742572
Boston,50,accum4,3,amp_true,excess,0.0007,2.588674533762969e-06,2.8080700946027674e-05,0.03725751955033203,0.01455111184973267
Boston,50,accum4,3,amp_true,excess,0.001,3.6981064768042417e-06,4.011528706575382e-05,0.053225027929045765,0.020787302642475244
Boston,50,accum4,3,amp_true,excess,0.003,1.1094319430412725e-05,0.00012034586119726145,0.1596750837871373,0.06236190792742573
Boston,50,accum4,3,tail,full,0.01,2.873973804526031e-05,0.0007884426664487883,0.06523405420793346,0.03156023596527472
Boston,50,accum4,3,tail,full,0.025,7.184934511315078e-05,0.0019711066661219708,0.16308513551983364,0.07890058991318681
Boston,50,accum4,3,tail,full,0.05,0.00014369869022630156,0.0039422133322439415,0.3261702710396673,0.15780117982637362
Boston,50,accum4,3,tail,full,0.1,0.0002873973804526031,0.007884426664487883,0.6523405420793346,0.31560235965274724
Boston,50,accum4,3,body,full,1.0,0.0008360474021174014,0.01060375370932521,0.8773318260378872,0.4244531446925415
